9.301500000000004209e-03,1.940500000000000000e+03
1.040450000000000402e-02,1.958000000000000000e+03
1.084550000000000444e-02,1.974000000000000000e+03
1.128750000000000586e-02,1.992000000000000000e+03
1.150750000000000384e-02,2.006000000000000000e+03
1.216950000000000323e-02,2.047500000000000000e+03
1.856650000000000314e-02,2.368500000000000000e+03
1.878750000000000558e-02,2.387500000000000000e+03
1.922850000000000253e-02,2.390500000000000000e+03
1.988950000000000440e-02,2.403500000000000000e+03
2.099250000000000421e-02,2.422500000000000000e+03
2.209550000000000403e-02,2.424000000000000000e+03
2.761050000000000310e-02,2.426000000000000000e+03
2.893450000000000188e-02,2.452500000000000000e+03
3.047850000000000559e-02,2.483000000000000000e+03
3.180150000000000338e-02,2.521000000000000000e+03
3.555150000000000671e-02,2.870500000000000000e+03
3.577250000000000568e-02,nan
3.599250000000000366e-02,nan
3.621350000000000263e-02,nan
3.643450000000000161e-02,nan
3.665450000000000652e-02,nan
3.687550000000000550e-02,nan
3.709550000000000347e-02,nan
3.731650000000000245e-02,nan
3.753750000000000142e-02,nan
3.775750000000000633e-02,nan
3.797850000000000531e-02,nan
3.819850000000000328e-02,nan
3.841950000000000226e-02,nan
3.863950000000000717e-02,nan
3.886050000000000615e-02,nan
3.908150000000000512e-02,nan
3.930150000000000310e-02,nan
3.952250000000000207e-02,nan
3.974250000000000699e-02,nan
3.996350000000000596e-02,nan
4.018450000000000494e-02,nan
4.040450000000000291e-02,nan
4.062550000000000189e-02,nan
4.084550000000000680e-02,nan
4.106650000000000578e-02,nan
4.128750000000000475e-02,nan
4.150750000000000273e-02,nan
4.172850000000000170e-02,nan
4.194850000000000662e-02,nan
4.216950000000000559e-02,nan
4.238950000000000357e-02,nan
4.261050000000000254e-02,nan
4.283150000000000152e-02,nan
4.305150000000000643e-02,nan
4.327250000000000540e-02,nan
4.349250000000000338e-02,nan
4.371350000000000235e-02,nan
4.393450000000000133e-02,nan
4.415450000000000624e-02,nan
4.437550000000000522e-02,nan
4.459550000000000319e-02,nan
4.481650000000000217e-02,nan
4.503750000000000114e-02,nan
4.525750000000000606e-02,nan
4.547850000000000503e-02,nan
4.569850000000000301e-02,nan
4.591950000000000198e-02,nan
4.613950000000000690e-02,nan
4.636050000000000587e-02,nan
4.658150000000000485e-02,nan
4.680150000000000282e-02,nan
4.702250000000000180e-02,nan
4.724250000000000671e-02,nan
4.746350000000000569e-02,nan
4.768450000000000466e-02,nan
4.790450000000000264e-02,nan
4.812550000000000161e-02,nan
4.834550000000000652e-02,nan
4.856650000000000550e-02,nan
4.878750000000000447e-02,nan
4.900750000000000245e-02,nan
4.922850000000000142e-02,nan
4.944850000000000634e-02,nan
4.966950000000000531e-02,2.787000000000000000e+03
5.099250000000000310e-02,2.580000000000000000e+03
5.165450000000000597e-02,2.509500000000000000e+03
5.253750000000000087e-02,2.492000000000000000e+03
5.540450000000000236e-02,2.474500000000000000e+03
5.761050000000000199e-02,2.487500000000000000e+03
6.224249999999999922e-02,2.549000000000000000e+03
6.268450000000000411e-02,2.619500000000000000e+03
6.444849999999999191e-02,2.861500000000000000e+03
6.466949999999999088e-02,nan
6.488950000000001661e-02,nan
6.511050000000001559e-02,nan
6.533150000000001456e-02,nan
6.555150000000001254e-02,nan
6.577250000000001151e-02,nan
6.599250000000000949e-02,nan
6.621350000000000846e-02,nan
6.643450000000000744e-02,nan
6.665450000000000541e-02,nan
6.687550000000000439e-02,nan
