0.487240,1647.618673
0.487990,1715.282820
0.488740,1759.840422
0.489490,1829.268990
0.490240,1876.984283
0.490990,1906.585123
0.491740,1943.677286
0.492490,1966.650113
0.493240,2000.932805
0.493990,2016.775415
0.494740,2040.201387
0.495490,2053.720057
0.496240,2062.709683
0.496990,2078.962263
0.497740,2098.864798
0.498490,2105.053112
0.499240,2095.207403
0.499990,2114.893100
0.500740,2134.411245
0.501490,2120.712366
0.502240,2128.502147
0.502990,2136.320840
0.503740,2148.227487
0.504490,2153.141371
0.505240,2147.281419
0.505990,2152.625478
0.506740,2158.770267
0.507490,2178.088921
0.508240,2166.354721
0.508990,2179.502853
0.509740,2205.269545
0.510490,2200.931580
0.511240,2176.900931
0.511990,2180.761065
0.512740,2211.958412
0.513490,2271.858927
0.514240,2262.303008
0.514990,2262.471926
0.515740,2300.053342
0.516490,2350.119245
0.517240,2404.578567
0.517990,2375.733528
0.518740,2415.346376
0.519490,2430.217133
0.520240,2475.727935
0.520990,2491.382239
0.521740,2552.463467
0.522490,2438.641557
0.523240,2600
0.523990,2700
0.524740,2900
0.525490,nan
0.526240,nan
0.526990,nan
0.527740,nan
0.528490,nan
0.529240,nan
0.529990,nan
0.530740,nan
0.531490,nan
0.532240,nan
0.532990,nan
0.533740,2989
0.534490,2676
0.535240,2258
0.535990,1959.206206
0.536740,1870.007443
0.537490,1823.793112
0.538240,1792.674450
0.538990,1812.001160
0.539740,1824.708356
0.540490,1825.659380
0.541240,1853.763408
0.541990,1874.119928
0.542740,1888.801707
0.543490,1918.177878
0.544240,1938.189457
0.544990,1942.375529
0.545740,1964.316849
0.546490,1990.369073
0.547240,2002.346503
0.547990,2021.168012
0.548740,2033.786979
0.549490,2056.031472
0.550240,2062.882219
0.550990,2090.356310
0.551740,2089.316023
0.552490,2073.457614
0.553240,2105.229065
0.553990,2102.713824
0.554740,2091.974942
0.555490,2117.854277
0.556240,2102.714481
0.556990,2081.943755
0.557740,2070.454862
0.558490,2055.078897
0.559240,2054.264604
0.559990,2031.413117
0.560740,2008.429560
0.561490,1944.665734
0.562240,1860.956216
0.562990,1798.220488
0.563740,1718.066380
0.564490,1573
0.565240,1541
0.565990,1454
0.566740,1416
0.567490,1351
0.568240,1243
