freq(Hz),pow(dB/Hz)
0,-16.909652322332523
5.38330078125,-16.65985375130183
10.7666015625,-16.40660418580092
16.14990234375,-16.487224022725638
21.533203125,-16.227404543344303
26.91650390625,-15.194426788980032
32.2998046875,-14.04860755008169
37.68310546875,-13.216569676231737
43.06640625,-12.690175624117007
48.44970703125,-12.571814204417786
53.8330078125,-13.165268161312206
59.21630859375,-14.833084574763845
64.599609375,-18.161363460383917
69.98291015625,-25.333068858954384
75.3662109375,-33.146618677979426
80.74951171875,-20.19518789627658
86.1328125,-15.162280503739982
91.51611328125,-12.038950295706524
96.8994140625,-9.952399781183063
102.28271484375,-8.718530284713587
107.666015625,-8.31330322531999
113.04931640625,-8.720881180193844
118.4326171875,-9.873770991087817
123.81591796875,-11.583823297174803
129.19921875,-13.439850313535082
134.58251953125,-14.841858907391446
139.9658203125,-15.415709653865754
145.34912109375,-15.382325974094464
150.732421875,-15.276086763631643
156.11572265625,-15.41572409958906
161.4990234375,-15.773652817199793
166.88232421875,-16.27332206263183
172.265625,-16.99525760235677
177.64892578125,-17.9312091048167
183.0322265625,-18.764974227345377
188.41552734375,-19.169638612452786
193.798828125,-19.139610862633198
199.18212890625,-18.729125202058718
204.5654296875,-17.967911599656727
209.94873046875,-17.063016635122718
215.33203125,-16.31183157227247
220.71533203125,-15.926377459958596
226.0986328125,-15.959148500986073
231.48193359375,-16.449011767123018
236.865234375,-17.77881572523684
242.24853515625,-20.391201178950865
247.6318359375,-21.052224138231452
253.01513671875,-17.238563479848263
258.3984375,-14.452614812629388
263.78173828125,-13.404869981365259
269.1650390625,-13.675270591095634
274.54833984375,-14.889579268243146
279.931640625,-16.797427374163362
285.31494140625,-19.175687527240104
290.6982421875,-21.247488654570382
296.08154296875,-21.946648247199313
301.46484375,-21.901237030411686
306.84814453125,-21.510022678755433
312.2314453125,-20.07716543665477
317.61474609375,-18.181828036799153
322.998046875,-16.768192632993568
328.38134765625,-16.02174165485464
333.7646484375,-15.811973982515525
339.14794921875,-16.023076638838756
344.53125,-16.64077232023856
349.91455078125,-17.769344204917616
355.2978515625,-19.64216791564647
360.68115234375,-22.626044038864457
366.064453125,-27.167329316508393
371.44775390625,-30.505385717063117
376.8310546875,-26.698813768342063
382.21435546875,-23.310224106079062
387.59765625,-21.16442325284901
392.98095703125,-19.153210748375248
398.3642578125,-16.89542910094601
403.74755859375,-14.992200495718846
409.130859375,-13.957177941306485
414.51416015625,-13.928558057090164
419.8974609375,-14.921378806696088
425.28076171875,-17.05120414969421
430.6640625,-20.649642478468444
436.04736328125,-25.96385000848466
441.4306640625,-29.564188666033033
446.81396484375,-27.230592951998354
452.197265625,-23.750632235112356
457.58056640625,-20.64366040652876
462.9638671875,-18.53832853092759
468.34716796875,-17.384968830574522
473.73046875,-16.89039543875745
479.11376953125,-16.975771563319405
484.4970703125,-17.894411165009732
489.88037109375,-19.86707102571959
495.263671875,-22.207832965981606
500.64697265625,-22.89367625170005
506.0302734375,-22.32464249289357
511.41357421875,-22.12296124008939
516.796875,-22.553902022103504
522.18017578125,-23.766772262351154
527.5634765625,-25.75918098593426
532.94677734375,-25.411320902282455
538.330078125,-21.354367467073175
543.71337890625,-17.761274798408188
549.0966796875,-15.474613605697925
554.47998046875,-14.427316965325254
559.86328125,-14.555614844132716
565.24658203125,-15.70508388859172
570.6298828125,-17.20620045666676
576.01318359375,-17.6346604566926
581.396484375,-16.761177409857122
586.77978515625,-15.874172776514817
592.1630859375,-15.759889037978766
597.54638671875,-16.718237885791815
602.9296875,-18.78278203503595
608.31298828125,-21.37780055374374
613.6962890625,-22.907003095679332
619.07958984375,-22.26202019477805
624.462890625,-19.99987694092415
629.84619140625,-17.371175768966015
635.2294921875,-15.151685583519184
640.61279296875,-13.475704093529444
645.99609375,-12.253456093651433
651.37939453125,-11.350010381953199
656.7626953125,-10.645699880276908
662.14599609375,-10.108556123521712
667.529296875,-9.797573237096586
672.91259765625,-9.775723810654576
678.2958984375,-10.063871647679406
683.67919921875,-10.68403589790079
689.0625,-11.723063345262975
694.44580078125,-13.374931919428043
699.8291015625,-15.984571806687129
705.21240234375,-20.14244465387049
710.595703125,-26.678128822377694
715.97900390625,-30.310515040301496
721.3623046875,-27.721218742020216
726.74560546875,-28.194461033775422
732.12890625,-32.942337561483406
737.51220703125,-37.49867485612558
742.8955078125,-29.307675692009177
748.27880859375,-26.09565233237628
753.662109375,-25.918371410541038
759.04541015625,-28.33072225776069
764.4287109375,-31.986421052536116
769.81201171875,-29.536976524246036
775.1953125,-25.349548263447726
780.57861328125,-22.136383626817953
785.9619140625,-19.637491458479396
791.34521484375,-17.957684882732767
796.728515625,-17.253454140737162
802.11181640625,-17.646167057180083
807.4951171875,-19.324982908625525
812.87841796875,-22.533314438788405
818.26171875,-25.48534591247975
823.64501953125,-22.7287698546222
829.0283203125,-19.21160418203371
834.41162109375,-16.948796646235973
839.794921875,-15.49596102740299
845.17822265625,-14.373263596317226
850.5615234375,-13.295543509944848
855.94482421875,-12.364270782357758
861.328125,-11.947521693060201
866.71142578125,-12.38045352244801
872.0947265625,-13.906094932753268
877.47802734375,-16.85919397749447
882.861328125,-22.214084985713175
888.24462890625,-30.18827093173578
893.6279296875,-22.83973475795964
899.01123046875,-18.18730904127441
904.39453125,-15.933920611166478
909.77783203125,-14.959662472821522
915.1611328125,-14.658465604289788
920.54443359375,-14.523020921174957
925.927734375,-14.346473593809145
931.31103515625,-14.349000612154592
936.6943359375,-14.878580403797505
942.07763671875,-16.251021403932754
947.4609375,-18.84425764778737
952.84423828125,-22.78472649464989
958.2275390625,-24.034561473772598
963.61083984375,-20.716379751468924
968.994140625,-18.32896924980624
974.37744140625,-17.287344844154763
979.7607421875,-17.138169783744434
985.14404296875,-17.491930671726756
990.52734375,-18.06294475438938
995.91064453125,-18.76801551748215
1001.2939453125,-19.7551765666883
1006.67724609375,-21.107231334326567
1012.060546875,-22.058090075809652
1017.44384765625,-21.076574125579125
1022.8271484375,-18.8664212007112
1028.21044921875,-16.899033182615298
1033.59375,-15.572912720287837
1038.97705078125,-14.924476115471034
1044.3603515625,-14.964215706159598
1049.74365234375,-15.632534337009705
1055.126953125,-16.68311298192474
1060.51025390625,-17.720775458733755
1065.8935546875,-18.472805402555746
1071.27685546875,-18.829647876820815
1076.66015625,-18.664009508596187
1082.04345703125,-18.02942355087094
1087.4267578125,-17.19967325479206
1092.81005859375,-16.387310671816625
1098.193359375,-15.704668531448595
1103.57666015625,-15.281301647599019
1108.9599609375,-15.320046500244333
1114.34326171875,-16.082206186612847
1119.7265625,-17.867766976395913
1125.10986328125,-21.039312606793224
1130.4931640625,-26.091127536234033
1135.87646484375,-32.607154556715805
1141.259765625,-31.20460898629996
1146.64306640625,-26.421034445727855
1152.0263671875,-23.011808240273712
1157.40966796875,-20.930475353914588
1162.79296875,-20.028508658023263
1168.17626953125,-20.129552479929977
1173.5595703125,-21.058308266515063
1178.94287109375,-22.69354823282213
1184.326171875,-25.051275354959117
1189.70947265625,-28.13759182626663
1195.0927734375,-30.162661794903375
1200.47607421875,-28.009522000435652
1205.859375,-24.991510747551775
1211.24267578125,-22.86874792319282
1216.6259765625,-21.618252435476457
1222.00927734375,-21.095230275742924
1227.392578125,-21.136921142032374
1232.77587890625,-21.460474460563688
1238.1591796875,-21.61986307361712
1243.54248046875,-21.21437209007073
1248.92578125,-20.293779288637054
1254.30908203125,-19.299610645404886
1259.6923828125,-18.670174599782328
1265.07568359375,-18.67099088964714
1270.458984375,-19.284602734287574
1275.84228515625,-19.95263782592862
1281.2255859375,-19.8176482760164
1286.60888671875,-19.06233052061799
1291.9921875,-18.5328951645166
1297.37548828125,-18.554432169519885
1302.7587890625,-18.99285825430294
