,individuals,tipo,dB 1er armónico - F0
431,23,alfa,28.299607116416034
432,23,alfa,-7.896405763660766
433,23,alfa,-11.440819743762088
434,23,alfa,24.328224832112152
435,23,alfa,-3.912867557527541
436,23,alfa,-9.96605098053396
437,23,beta,4.533082135062892
438,23,beta,-17.938479000376375
439,23,beta,-15.610506947189188
440,23,beta,9.458884520059357
441,23,beta,-12.86411019079387
442,23,beta,-20.26542780781159
443,34,alfa,23.441053489313106
444,34,alfa,1.4718560236765512
445,34,alfa,-18.312586326571108
446,34,alfa,34.31848642662912
447,34,alfa,-1.5583588722085615
448,34,alfa,-11.411507719608533
449,34,alfa,17.26936650033299
450,34,alfa,14.515498872520263
451,34,alfa,0.8927353210542321
452,34,alfa,-10.598783008419804
453,34,alfa,34.44703942728367
454,34,alfa,7.916588082217867
455,34,alfa,-5.833014052235315
456,34,alfa,20.91536093811338
457,34,alfa,-5.02278564787747
458,34,alfa,-17.034639053687354
459,34,alfa,29.529673633397607
460,34,alfa,-1.8195227341582303
461,34,alfa,-11.88643538020508
462,34,alfa,32.92445962595242
463,34,alfa,-3.2666736121325677
464,34,alfa,-19.15549494845526
465,34,alfa,29.85993752185722
466,34,alfa,-2.329713861945889
467,34,alfa,-11.275042905365169
468,34,alfa,30.157036370578087
469,34,alfa,-0.6350461638852956
470,34,alfa,-3.983773019633537
471,34,beta,6.97015172666816
472,34,beta,-4.220324053670478
473,34,beta,-11.151555511239483
474,34,beta,12.833586332420442
475,34,beta,-9.378865787646944
476,34,beta,-15.359855035436006
477,34,beta,14.444697557822154
478,34,beta,-11.481017493298017
479,34,beta,2.0007170330276463
480,34,beta,1.9909171747723793
481,34,beta,0.6279062866622902
482,34,beta,-10.264888329871381
483,34,beta,-13.773532218179438
484,34,beta,8.433841134317685
485,34,beta,1.4955501176115717
486,34,beta,15.755848791951014
487,34,beta,-5.204323863373777
488,34,beta,4.81259628842496
489,34,beta,-2.346864180127959
490,34,beta,5.435854002265253
491,34,beta,-10.007038041029539
492,34,beta,-13.388464555066324
493,34,beta,6.860402552607033
494,34,beta,-3.9184819425819857
495,34,beta,-7.850151761250103
496,34,beta,-0.1624157154928998
497,34,beta,-7.772805758437419
498,34,beta,-13.33061393763274
499,34,beta,6.069796379894111
500,34,beta,-8.28381776280401
501,34,beta,0.2156877139519935
502,34,beta,0.6279062866622902
503,34,beta,-10.264888329871381
504,34,beta,-13.773532218179438
505,34,beta,9.870978561038662
506,34,beta,-5.812559808581045
507,34,beta,-3.0840106707227832
508,34,beta,10.085071859109775
509,34,beta,-5.358038230576941
510,34,beta,-16.366157066538392
511,34,beta,-11.766410330169766
512,34,beta,1.829064905255759
513,34,beta,-5.9126181566665075
514,34,beta,5.8706690041668175
515,34,beta,8.433841134317685
516,34,beta,4.667623704883683
517,34,beta,-13.188924212579545
518,34,beta,-9.195986775878236
519,34,beta,8.09063179543306
520,34,beta,-9.662984369826782
521,34,beta,-15.26128519895073
522,34,beta,7.168155708776519
523,34,beta,14.444697557822154
524,34,beta,-11.481017493298017
525,34,beta,2.0007170330276463
526,34,beta,6.860402552607033
527,34,beta,-3.9184819425819857
528,34,beta,-7.850151761250103
529,34,beta,13.933118837607577
530,34,beta,-10.664079650320533
531,34,beta,4.045979284627215
532,34,beta,1.521531642104951
533,34,beta,1.4955501176115717
534,34,beta,5.9583491022447435
535,34,beta,-8.318944105331578
536,34,beta,-5.674854405311708
537,HEC1,alfa,6.6408126341687534
538,HEC1,alfa,5.473091576575467
539,HEC1,alfa,2.3283213226564623
540,HEC1,alfa,4.733240439066669
541,HEC1,alfa,2.0858702449355846
542,HEC1,alfa,0.2605293146888794
543,HEC1,alfa,-1.4404580385842163
544,HEC1,alfa,-5.9479613933999635
545,HEC1,alfa,-10.763258583736599
546,HEC1,alfa,1.2773036014417158
547,HEC1,alfa,2.6012733220556647
548,HEC1,alfa,2.600447379180956
549,HEC1,alfa,1.5502537661774625
550,HEC1,alfa,-2.4261099413616636
551,HEC1,alfa,-0.045562510219884444
552,HEC1,alfa,5.267786869581084
553,HEC1,alfa,-0.27988639008234006
554,HEC1,alfa,0.5722706578460848
555,HEC1,alfa,1.339087349707894
556,HEC1,beta,-7.960072896452644
557,HEC1,beta,-14.678682219390371
558,HEC1,beta,1.5368295385478739
559,HEC1,beta,-10.040325020373036
560,HEC1,beta,-13.21268644669739
561,HEC1,beta,-1.343522287082065
562,HEC1,beta,-10.916082032676943
563,HEC1,beta,-4.058807104400635
564,HEC1,beta,-4.988946817918283
565,HEC1,beta,-6.240632591893905
566,HEC1,beta,-2.1310551691301836
567,HEC1,beta,-19.06892807858096
568,HEC1,beta,-10.341726896842097
569,HEC1,beta,-4.3895153908592235
570,HEC1,beta,-6.063461008035096
571,HEC1,beta,-12.700922190011331
572,HEC1,beta,-4.068794839910289
573,HEC1,beta,-2.2105015834804984
574,HEC1,beta,-10.022876087722699
575,HAC1,alfa,20.225386335968416
576,HAC1,alfa,-16.162332960352437
577,HAC1,alfa,-9.144744126495866
578,HAC1,alfa,6.047829529631867
579,HAC1,alfa,-0.30958561086166636
580,HAC1,alfa,-2.8548183650573775
581,HAC1,alfa,6.252339061646861
582,HAC1,alfa,-1.957856643712697
583,HAC1,alfa,-7.463383055190513
584,HAC1,alfa,2.384186727872637
585,HAC1,alfa,5.709128952252044
586,HAC1,alfa,-10.34094219206464
587,HAC1,alfa,-6.887572436614048
588,HAC1,alfa,-2.779826124736056
589,HAC1,alfa,4.879857716245037
590,HAC1,alfa,-6.424881490841564
591,HAC1,alfa,-11.768389483057877
592,HAC1,beta,-0.5493872943475377
593,HAC1,beta,-4.120867136233553
594,HAC1,beta,4.813581386450279
595,HAC1,beta,-20.3593096340731
596,HAC1,beta,-6.718595006108659
597,HAC1,beta,0.4045015124890199
598,HAC1,beta,-3.6982800467698578
599,HAC1,beta,-0.9786048345127334
600,HAC1,beta,-16.062836006747766
601,HAC1,beta,6.9768814409914395
602,HAC1,beta,0.8931199813809538
603,HAC1,beta,-6.300180216020168
604,HAC1,beta,-0.5037170976162102
605,HAC1,beta,-3.766112322444389
606,HAC1,beta,-4.774540459329874
607,HAC1,beta,21.447507565106015
608,HAC1,beta,-20.071611806108045
609,HAC1,beta,-17.38787075264233
610,HAC1,beta,-1.2609730581819143
611,HAC1,beta,-17.26841367599858
612,HAC1,beta,-24.74301495427216
613,HAC1,beta,-6.039340941935134
614,HAC1,beta,10.251275153868884
615,HAC1,beta,2.9360965400487444
616,HAC1,beta,-8.725515006782043
617,HAC1,beta,-13.20743369265822
618,HAC1,beta,-6.131181656752887
619,HAC1,beta,-5.7326403631576905
620,HAC2,alfa,6.031756826236673
621,HAC2,alfa,15.969144058163995
622,HAC2,alfa,0.5620998165029174
623,HAC2,alfa,-9.798596774981473
624,HAC2,alfa,9.680686144926904
625,HAC2,alfa,1.7148194134949133
626,HAC2,alfa,6.6257597184318335
627,HAC2,alfa,21.28477552893809
628,HAC2,alfa,1.1104690242129394
629,HAC2,alfa,-15.460438600168462
630,HAC2,alfa,17.744455500251377
631,HAC2,alfa,-2.935856875935463
632,HAC2,alfa,-25.3499526511164
633,HAC2,alfa,-0.37404131439530364
634,HAC2,alfa,25.12033080793695
635,HAC2,alfa,5.873693405346369
636,HAC2,alfa,-8.341881846483696
637,HAC2,alfa,20.555111278319558
638,HAC2,alfa,4.540429957546223
639,HAC2,alfa,-18.89404316896229
640,HAC2,alfa,-0.7886708381098706
641,HAC2,alfa,1.2041041966508672
642,HAC2,alfa,14.753252723134178
643,HAC2,alfa,-2.8641777385660765
644,HAC2,alfa,-28.988802927739272
645,HAC2,alfa,1.0479948514577488
646,HAC2,alfa,-2.431182302662757
647,HAC2,alfa,-2.9816968699733835
648,HAC2,alfa,3.5116069781097288
649,HAC2,alfa,-9.49140716403569
650,HAC2,alfa,3.1958334060989153
651,HAC2,alfa,19.167833787430183
652,HAC2,alfa,3.501843388702749
653,HAC2,alfa,-10.044081993819315
654,HAC2,alfa,1.4348162717206643
655,HAC2,alfa,-10.715066595655996
656,HAC2,alfa,5.982329443976309
657,HAC2,alfa,-3.0750498680362437
658,HAC2,alfa,2.946856587484845
659,HAC2,alfa,-3.824395998528944
660,HAC2,alfa,-20.998257456844822
661,HAC2,alfa,7.446952927747411
662,HAC2,alfa,4.192856047159614
663,HAC2,alfa,-6.997002470260265
664,HAC2,alfa,17.143567340018627
665,HAC2,alfa,-0.698813993588618
666,HAC2,alfa,-6.543607045854726
667,HAC2,alfa,0.23150201759613598
668,HAC2,alfa,16.332137870476
669,HAC2,alfa,5.543051053165181
670,HAC2,alfa,-10.355286235631072
671,HAC2,alfa,2.9751393612224772
672,HAC2,alfa,6.76955003284423
673,HAC2,alfa,21.937586491779776
674,HAC2,alfa,3.80250457959362
675,HAC2,alfa,-7.963569440942836
676,HAC2,alfa,18.279399558546086
677,HAC2,alfa,6.346116127992143
678,HAC2,alfa,-18.752203614385667
679,HAC2,beta,-7.828982153320315
680,HAC2,beta,-0.39381454369466873
681,HAC2,beta,-10.094958647577537
682,HAC2,beta,-0.4496802268889315
683,HAC2,beta,-9.285524486675296
684,HAC2,beta,4.798775064306996
685,HAC2,beta,-11.010424551511575
686,HAC2,beta,-5.6390842978762175
687,HAC2,beta,-1.3867759363002055
688,HAC2,beta,-19.642876397896483
689,HAC2,beta,-4.5101585011866545
690,HAC2,beta,-8.37210370336189
691,HAC2,beta,7.866289687649294
692,HAC2,beta,-21.145904184266016
693,HAC2,beta,-1.7047751822929893
694,HAC2,beta,-16.418450234364084
695,HAC2,beta,0.3262981041222215
696,HAC2,beta,-11.489014698149091
697,HAC2,beta,-5.071924544967861
698,HAC2,beta,-2.223102297684685
699,HAC2,beta,-3.8156179504872494
700,HAC2,beta,-5.476191062212821
701,HAC2,beta,3.4170233554475598
702,HAC2,beta,-13.502572623514295
703,HAC2,beta,1.8495209035762556
704,HAC2,beta,-21.544071539112892
705,HAC2,beta,-7.987566801719081
706,HAC2,beta,-4.9720821369566774
707,HAC2,beta,-11.837981301314121
708,HAC2,beta,-0.18700832631944309
709,HAC2,beta,-2.161815834940618
710,HAC2,beta,4.968048133461673
711,HAC2,beta,-3.766894433830542
712,HAC2,beta,-2.1524875377132364
713,HAC2,beta,-24.957458896005242
714,HAC2,beta,-4.51742721294905
715,HAC2,beta,0.21387274251312505
716,HAC2,beta,-19.43410412676751
